indonesia,betawi
"Bila Hatta Memimpin, PAN Selalu di Bawah Bayang2 Partai Demokrat [?] Part By @SangPemburu99 http://dlvr.it/8dYF1w   ","jike Hatta Memimpin, PAN Slalu di Bawah Remang-Remang Partei Demokrat [?] Bagian @SangPemburu99 http://dlvr.it/8dYF1w   "
"Ya Allah, di timeline berderet twit dari bmkg. Gempa susulannya berlanjut sampe sekarang dan hanya berselang beberapa menit. #PrayForLombok.. stay safe","Ya Allah, di linimasa bederet twit dari bmkg. Gempa susulannye nerus sampe karang dan cuman berselang beberape menit. #BedoeBuatLombok.. tetep aman"
"Di Belgia, rata-rata sekolah belajar hanya 3 jam selebihnya mengasah kemampuan.","Di Belgia, rate-rate sekoleh belajar tibang 3 jem sleebihnye ngasah kemonesan."
Ac nya tidak berfungsi dengan baik,Ac nye eror
"Masalah ga akan pernah menjauh, hadapi Selasamu dengan penuh semangat!","Masale kaga bakal perne ngejauh, adepin Selase lu dengan penuh semanget!"
"Puaskan Pelanggan, HPM Luncurkan Honda Engine Oil Treatment -> http://goo.gl/BaUnNq ","Puasin Pêlanggan, HPM Luncurin Pêrawatan Mêsin Oli Honda -> http://goo.gl/BaUnNq "
PDIP - KIH Terbelah Soal Kapolri http://j.mp/1CYih3A  #sib,PDIP - KIH Kebele Soal Kapolri http://j.mp/1CYih3A #sib
"MOBIL HEMAT ENERGI KARYA MAHASISWA UNHAS, 'TAWWA, BISA TONJI': http://goo.gl/ITY0vx  ","MOBIL IRIT ENERGI BIKINAN MAHASISWA UNHAS, 'TAWWA, BISE TONJI': http://goo.gl/ITY0vx  "
"kqmqrnya bau rokok,,, pelayanannya kurang ramah","kamarnye bau rokok,,, pelayannye kurang resik"
"Sungguh Allah benar2 ridho pd hamba jk makan lalu memujiNya atas makanan itu, jk minum lalu memujiNya atas minuman itu (HR Muslim)","Sungguh Allah bener-bener ridho ame hamba kalo gegares terus memujiNya atas gegaresan ntu, kalo minum terus memujiNya atas minuman ntu (HR Muslim)"
"PT Semen Padang Salurkan Rp4,55 Miliar untuk Sekolah di Padang http://bitly.com/1anmEfd ","PT Semen Padang Nyalurin Rp 4,55 Miliar bakal sekoleh di Padang http://bitly.com?1anmEfd"
"Tamaki sedikit menggerakkan kepalanya sampai bibir dapat menyentuh sebagian dari atas kepala Haruhi, "" ia mengecup kening sang kekasih, """"Kalau begitu aku sepuluh kali lebih merindukanmu."""" Bisik Tamaki.""","Tamaki sedikit ngegerakin kepalenye sampe bibir bise nyentuh separo dari atas kepale Haruhi, "" die nyosor jidat cemcemannye, """"Kalo begitu aye sepuluh kali lebih ngangenin lu."""" Bisik Tamaki."""
"Plus = Kamar besar, harga murah, ada kulkas, ranjang bagus. Minus= WiFi tidak bisa konek pas di kamar, saluran TV tak bagus, remote tak ada baterai. nilai 7/10","Plus = Pangkeng lega, harge murah, ade kulkas, dipan cakep. Minus= Wipi kagak bise nyambung pas di pangkeng, saluran Tipi burik, remot kagak ade batre. ponten 7/10"
sahur lupa diantar ke kamar padahal udah pesan. hotelnya suram tapi kamar oke.,gegares sawur pake lupe segala lagi dianter ke pangkeng padaal udah mesen. hotelnya samun tapi pangkengnya okeh. 
Partai Demokrat : Jokowi Lecehkan DPR http://ift.tt/1BoBygB  #kabarsiang,Partei Demokrat : Jokowi Lecehkan DPR http://ift.tt/1BoBygB  #kabarsiang
"Cuman bisa liat konser afgan di mobil aja, aku udh bahagia. Alhamdulillah ???? [pic] ? https://path.com/p/2auhUj ","Cuman bise delok konser afgan di mobil aje, aye udeh girang. Alhamdulillah ???? [pic] https://path.com/p/2auhUj"
Edisi galau malam minggu ? Kamu Yang Kutunggu (with Afgan) by Rossa ? https://path.com/p/nrLjm,Edisi ngenes malem minggu ? Kamu Yang Kutunggu (bareng Afgan) karye Rossa ? https://path.com/p/nrLjm
"interior memuaskan, pillow case sedikit apek, overall it's good","kusen muasin, sarung bantal rada apek, keseluruhan cakep"
"Mrk mo ceritain apapun ttglo... toh mrk sbnrnya buka aib dirinya sendiri yaitu : IRI dan ngga mampu pengen jd kyk lo So, focusing on your path... biarin anjing mengonggong, haters mengonggong","Die orang mao nyeritain ape juge tentang elu... toh die orang sebenernye buke aib dewekan ntu : IRI ame kagak mampu pengen jadi kayak elo Jadinye, pokus di path elu... bagen anjing menggonggong, orang pembenci menggonggong"
"Awalnya, kancing baju diposisikan pada ujung lengan, supaya lengan baju tidak untuk melap muka.","Mulenye, kancing pakean ditaro di ujung lengen, supaye lengen pakea  kaga buat ngelap muka."
"Saya menyayanginya dengan amat hati-hati, karena saya mau dia itu utuh dan gak mau melihatnya terluka. Semoga kau merasakan apa yg saya rasa. Kau orang yg paling aku sayang setelah ibu.","Aye nyanyanginnye pake ati-ati bener, soalnye aye mao die ntu utuh ame kagak mao ngeliatnye terluke, semoge elu rasain ape yang aye rase. Elu orang yang paling aye sayang setelah enyak."
"Mencintai kamu itu tidak sulit, yang sulit itu adalah bertahan mencintai kamu yang sudah jelas masih mencintai orang lain Yang sulit mengikhlaskan cinta sejati agar bisa berbahagia tanpa harus membebani diri dan keluarganya","Demenin lu ntu kaga sulit, nyang sulit ntu netep demenin lu nyang udeh danta masi demenim orang laen Nyang sulit ngikhlasin cinte sejati bagen bise berbahagia tanpe kudu ngebebanin diri ama keluargenye"
Karena kacamata mungkin sudah tidak cukup untuk seorang Rini Fatimah Zaelani aka Syahrini... #KACAMUKA? [pic] ? https://path.com/p/4qskIa,Karna kacamata mungkin udah ora cukup buat sêorang Rini Fatimah Zaelani alias Syahrini... #KACAMUKA? [gambar] ? https://path.com/p/4qskIa
Jodoh Pasti Bertemu by Afgan ? https://path.com/p/P9deN,Jodoh Pasti ketemu oleh Afgan ? https://path.com/p/P9deN
Saya tidak jadi menginap disana tempatnya tidak ada perawatan begitu masuk bau bangkai,Aye kagak jadi nginep disonoh tempatnye kagak ade prawatan begituh masuk bau bangke 
"Kenapa lebaran identik dengan baju baru, masak rendang & opor, belanja gila2an? Kalau buat yang kurang mampu, ngenes gak ya lihat sebelahnya belanja satu trolley?","Kenape lebaran identik ama pakean baru, masak rendang & opor, belanje gila-gilaan? Kalo buat nyang kurang mampu, ngenes kaga ye delok sebelahnye belanje atu kranjang?"
Hal yang paling buat hari-hari ini selalu indah adalah kamu Karena kamu itu ASIK ( Anugerah yang Sempurna Indah di Kehidupan ku) #IniSahurTIKETCOMHariKe20 [USERNAME] [USERNAME],Hal nyang paling ngêjè ari-ari êni sêlalu indah adalah êlu Karna êlu ntu ASYIK ( Anugêrah nyang Sêmpurnè Indah di Kêidupan ayè) #ÊniSaurTIKETCOMAriKê20 [USERNAME] [USERNAME]
Wifinya tolong di benahi,Wipinye tulung di dandanin
"Masih ada yg order dress ke gw, walau ngga di posting di manapun. Bahkan akun shopee aja lg diliburin. Tapi doi tetep mau order, via DM IG pribadi. Boleh terharu ngga?","Masing adè nyang mêsên gaun kê ayè, walo kagak dipos di manè gè. Bahkan akun Shopee ajè lagi dipêrèin. Tapi diè têtêp mao mêsên, liwat Pêsên Langsung Instagram pribadi. Bolèh têrharu kagak?"
menginap yg kedua kalinya.. suka kamar nya tapi sprei nya kok kotor kaya yg belum d cuci..,nginep yang kedua kalinye.. demen kamar nye tapi sepre nye kok kotor kayak yang belom di cuci..
"aduh senyum nya @Lady6igi semakin memikat imut bgt, ati2 @RaffiAhmadLagi jagain dr kumbang2 ","aduh mèsêmnyè @Lady6igi mangkin mêmikat imut bangêt, ati-ati @RaffiAhmadLagi jagèin dari bangbung-bangbung "
"Ntan busuk banget, temen kok kamu gituin. Aku busuk nih, trus sadar, udah minta maap, gak dimaapin nih, yaudah terus aja aku busuk. Dan gak pernah bisa difermentasi ke hal baik lagi. Makanya, skarang biarin lah aku hidup bergelimang karma dari kalian.","Ntan brengsek banget, temen kok eluh gituin. Aye brengsek nih, trus nyadar, Udeh minte maap, kagak dimaapin inih, yaudeh trus aje aye brengksek. Dan kagak pernah bise dipermentasi ke hal baek lage. Mangkenye, skarang biarin lah aye idup diselimutin karme dari elu pade."
Sya puas menginap di hotel ini dari segi harga sangat terjangkau acbagus keaman bagus kebersihan juga bagus yang hanya air panas gak panas,Ayè puas nginêp di hotèl êni dari sêgi hargè amat kêjangkau ac cakêp kêamanan cakêp kêrêsikan jugè cakêp nyang tibang aèr panas kagak panas
Masih degdegan gemeter hati ga tenang ngantuk udah ilang selera makan juga ilang gimana besok ya ALLAH  Takutt banget kalo aku sampek ga bisa lanjut aku harus ngapain ?,Masih deg-degan gemeter ati kagak anteng ngantuk udeh ilang napsu gegares juge ilang begimane besok ya ALLAH  Iseng bener kalo ampe kagak bise lanjut aye kudu ngapain ?
Joko Widodo meyakinkan bahwa mereka semua akan menemukan dan melihat sendiri betapa toleransi dan sinergi dapat terjalin di antara masyarakat yang bahkan berbeda keyakinan.#JokowiSekaliLagi,Joko Widodo ngeyakinin kalo die-die pade bakal nemuin ama nempo dewek betape toleransi dan sinergi bise terjalin di antare masyarakat nyang ampe berbeda keyakinan.#JokowiSekaliLagi
kebersihan wc nya perlu di perhatikan :),keresikan pangkeng nye kudu di peratiin :)
"Wah sekarang udah gak ada tulisan itu ya? Apollo dengan Pollo aja udah berdamai dengan masa lalu, tinggal mbanya aja nih yg belum berdamai dengan ... Ah sudahlah haha","Wah karang udèh kagak adè tulisan ntu yè? Apollo amè Pollo ajè udèh bêrdamèi amè wayah dulu, tinggal mpoknyè ajè nih nyang bêlon bêrdamèi amè ... Ah udèhlah haha"
"Rencana : mau bagi makanan ke para tetangga karena mendekati hari raya. Oke, tradisi ""ater - ater"" (kalo dirumah) Realita : katanya ""disini, nggak ada kebiasaan kayak begitu......"" Krik krik Berakhir dengan, *yaudah kasih ke yang mau aja deh ntar kalo mau buka puasa* ","Rencane : mao bagi gegaresan ke para tetangge soalnye mendekati hari raye. Okeh tradisi ""anter-anter"" (kalo di rumeh) Kenyataan : katanye ""disini, kagak ada ketumanan kayak begono......"" Krik krik Berakhir ame, *yaudeh kasih ke yang mao aje deh entar kalo mao buke puase*"
"Kalian kdg ktemu org di socmed yg trnyata temennya si ini gt gak si,eh trnyata si ini mantannya si itu,atau wah trnyata si ini yg bikin konten yutub ini!! Why why the world is so smoll?!","Lu-lu pade kadang ketemu orang di sosmed nyang nyatenye temennye si ini gitu kaga si,eh ternyate si ini mantannye si itu,atau wah ternyate si ini nyang bikin konten yutub eni!! Kenape kenape dunie eni kecit amat?! "
"namanya orangtua ya emang wajib kan bayarin anaknya sekolah ? jadi gada tu yang namanya buang2 duit !! semua yang udah dilakuin sama kita baik bener apa gak itu gabakal sia sia ! gausah takut gagal, gausah mikir buruk. justru yg sia sia tu dg kalian ngejudge orglain kyk gini","namenye orangtue ya emang kudu pan bayarin anaknye sekola ? jadi kaga ade tu nyang namenye buang-buang duit !! semue nyang udeh dilakuin ama kite bagen bener ape kaga ntu kaga bakal sie-sie ! gauseh takut gagal, gausah mikir jelek. justru nyang sie-sie ntu ama lu-lu pade ngejelekin orang laen kaye gini"
Jangan pernah menyerah selama msh ada keberanian tuk bangkit krn ketika kamu memutuskan tuk berhenti ketika itulah kesuksesanmu akan pergi.,Jangan pernah nyerah selame masih ada kejegeran bakal bangkit soalnye pas elu mutusin bakal berenti pas ntulah kesuksesan elu bakal minggat.
"Ayahhhh, itu anu pergi keluar malam ehhh, padahal natau makassar tidak aman sekarang...","Babeh, ntu yang minggat keluar malem eh, pedahal udeh tau makassar kagak aman sekarang..."
"Dg menggunakn sistem demokrasi bgtulah jlnnya, tp yakin Pemerintah sll berupaya mjd lbh baik dn lbh baikk teruss utk ksejahteraan bersama [URL]","Dengan make sistem demokrasi begitu dah jalannye, tp yakin Pemerentah terus berupaye jadi lebih bae ama lebih bener teruss buat kesejahteraan bareng [URL]"
Orang pesimis mengeluhkan tentang angin,Orang pêsimis ngêluhin têntang angin
[USERNAME] suka skinship cuma ama pacar. peluk cium nangkring di paha duduk di pangkuan ya gitu deh wkwkw klo ama temen cwek agak canggung nyahah,[USERNAME] demen nyolek cuman ama pacar. kekep nyosor nangkring di paha duduk di pangkuan ya gitu deh wkwkw klo ama temen wadon mayan canggung nyahah
"Dalam cinta, ketika kamu harus bertanya apa arti dirimu dalam hidup dia yg mencintaimu, mungkin saat itu adalah waktu yg tepat tuk pergi.","Dalem cinte, pas eluh kudu nanye ape arti diri eluh dalem idup die nyang nyintei eluh, mungkin pas ituh iyelah waktu nyang pas buat pergi."
[USERNAME] Blm tentu yg bilang gitu kerja nya bener. Mending disebut plenga plengo tapi kerja nyata hasil banyak drpd banyak nyinyir hasil nol besar. Sukses selalu untuk pakde [USERNAME] dan para pendukungnya,[USERNAME] Belom tentu yang ngomong gono gawe nye bener. Mending disebut planga-plongo tapi gawe nyate hasil banyak dari pade banyak mimil hasil no gede. Sukses selalu bakal encang [USERNAME] ame pare pendukungnye
"Seneng bgt dapet snack tambahan dari airy. Lokasi hotelnya bagus, dekat dengan pusat kota. Cuma kurang empuk sedikit bantalnya hihi","sumringah banget dapet cemilan tambahan dari airy. Lokasi hotelnye cakep, deket ame pusat kote. Cume kureng empuk dikit bantalnye hihi"
"Di malam 21 ini, aku berdoa, semoga apa apa yg overdosis di negeri ini segera kembali pada dosisnya apapun itu, yang sedang sedang aja, yang tengah tengah aja. Berlebihan itu ga baeek","Di malem 21 ini, aye berdoa, semoge ape-ape yang operdosis di negri ini cepetan balik pade dosisnye ape juge ntu, yang sedeng-sedeng aje, yang tengah-tengah aje. Berlebihan ntu kagak bae"
"@andi_chairil Panggung Afgan, kok, terlihat kecil dan sesek, ya? ","@andi_chairil Panggung Afgan, kok, kêliat kêcit ama sêsêk, yak? "
"Adik Syahrini, Aisyahrani membenarkan kakaknya punya hubungan dengan  Feriyani. Namun, hubungan itu... http://bit.ly/1vRs9qD  #Celebrity","Adek Syahrini, Asiyahrani ngakuin mpoknye ade ubungan same Feriyani. tapi, ubungan ituh... http://bit.ly/1vRs9qD  #selebriti "
"apa tdk ada kata lain, yg dipelajari anak2 disekolah ttg Cebong berbeda bagi mrk, anak2 tanya : Jadi Cebong itu orang ya, bukan anak Katak ? [URL]","ape kaga ade kate laen, nyang dipelajarin bocah-bocah disekola tentang Cebong berbeda bagi die, bocah-bocah tanye : Jadi Cebong ntu orang ye, bukan anak Kodok ? [URL]"
"Ruangan cukup nyaman. Standar Airyroom lah. namun ada beberapa kekurangan seperti colokan sedikit, WiFi mati, air agak bau, Tidak ada gantungan baju di kamar mandi.","Ruangan cukup kêrasan. Standar Airyroom lah. namun ada bêbêrapah kêkurangan kèk colokan sêdikit, WiFi modar, aèr rada apêk, Ora ada gantungan baju di sumur."
lumayan bagus dan terasa aman cmn AC kurang dingin aja..... salam....,mayan cakêp dan têrasè aman tibang AC kurang adêm ajè..... salam....
Dlu sering ngumpulin uang untuk main diwartel buat telpon boneka poci yg bisa bahasa inggris sama indonesiamitosnya bisa disamperin #OldMoneyGakNgerasain,Dulu sering ngumpulin duit buat maen diwartel buat nelpon boneka poci nyang bise bahase inggris ama indonesia mitosnye bise disamperin #GenerasiLameOraNgerasain
"@kompascom: Demokrat Protes Pimpinan KPK Usulan SBY Tak Dipilih Jokowi http://kom.ps/AFploc """" salah usul, harusnya yg diusulkan bu ani ??","@kompascom: Démokrat Protes Pimpinan KPK Usulan SBY Ora Dipilih Jokowi http://kom.ps/AFploc """" salah usul, kudunyah nyang diusulin bu ani ??"
cowok keliatan ganteng kalo.... (sebutin 10) ? 1. rapi 2. pake baju koko 3. abis mandi 4. ga garing 5. pinter 6.... http://ask.fm/a/bqbeoa96,Laki keliatan cakep kalo.... (sebutin 10) ? 1. rapi 2. make pakean koko 3. abis mandi 4. kagak garing 5. pinter 6.... http://ask.fm/a/bqbeoa96
Ngak ngerti lagi deh gue. Kok bisa2nya ada orang di dunia ini yg berdiri ajah tuh udah keren. T-Shirt doang. Gila ngak tu... [USERNAME] [USERNAME] [URL],Ora ngarti lagih dah guah. Kok bisa-bisanyah ada orang di dunia ênih nyang bêdiri ajah tuh udah kêrèn. Kaos doang. Sèdèng ora tuh... [USERNAME] [USERNAME] [URL]
"Semoga kita semakin terdorong untuk berniat menyemai cinta di rumah rumah kita.... agar Allah hantar diri kita kepada kebahagiaan hakiki yang hanya ada jika dekat dengan Allah Subhanahu wa Ta'ala... ""... [URL]","Sêmogè kitè mangkin kêdorong buat bêrniat nyêmai cintè di rumèh rumèh kitè.... agar Allah ngêbawè diri kitè kêpadè kêbahagièan hakiki nyang tibang adè jika dêkêt dêngan Allah Subhanahu wa Taala... ""... [URL]"
Kran kamar mandi rusak dah lapor. Gak ada perbaikan,Kran sumur rusak udeh ngadu. kagak ade perbaekan 
"Hal yang paling ditakuti #Taurus adalah jika orang yang mereka sayang, pergi meninggalkan mereka","Hal yang paling diisengin #Taurus ntu kalo orang yang die orang sayang, minggat ninggalin die orang"
"tempat oke nyaman ,bagus semuanya , cuma pelayannya kurang, minta password wifi ga di kasih .alasan ","Tempat okeh kerasan ,cakep semuanye , tibang pelayannye kurang, minta kode wifi kagak dikasih .ngelesan"
Suatu saat aku benar-benar akan pergi. Kapanpun itu bisa saja terjadi. Jaga diri.. Jangan nakal.. Aku sayang kamu({})  ?,Suatu wayah guah bênêr-bênêr bakal mèrad. Kapan gè onoh bisa baè têrjadi. Jaga diri.. Ontong badêr.. Guah sayang êluh({})  ?
"toilet tidak bersih, tidak ada bathmed, kitchen wastafel kurang bersih.","jamban kagak resik, kagak ada kelengkepan mandi, dapur tempat cuci tangan kurang resik."
yaelah mau nonton si abang malah udahan????? ? Knock Me Out by Afgan ? https://path.com/p/zkjvp,ahileh mao nonton si abang malah udehan????? ? Knock Me Out oleh Afgan ? https://path.com/p/zkjvp
"Jgn hanya tau korupsi lalu uangnya dihamburkan utk negara lain, DPRRI anda semua adalah pemegang amanah rakyat, oleh karena rakyat anda bisa bersuara lantang, dan oleh karena rakyat anda bisa menjadi terhormat, lalu apakah anda bisa menghormati amanah rakyat? Ingat dan camkan...!","Jangan hanye tau korupsi trus duitnye dibuang-buang buat negare laen, DPRRI ente semue iyelah pemegang amanah rakyet, mangkenye rakyet ente bise bersuare kenceng, dan karne rakyet ente bise jadi terhormat, trus ape ente bise ngehormatin amanah rakyet? Inget dan ucap itu...!"
"Pengajian yg ustadznya provokator dan mulut jamban, wajib dibubarkan.","Pengajian nyang ustadnye kompor ame mulut jamban, kudu dibubarin."
"Pelayaran Aman, Selamat, Tertib dan Nyaman Pastinya ! Repost [USERNAME] [USERNAME] [USERNAME] #mudikbarengguyubrukun2018 #kawulamoda #lebaran2018 [URL]","Pêlayaran Aman, Sêlamêt, Têrtib dan Kêrasan Puguhnyè ! Pos ulang [USERNAME] [USERNAME] [USERNAME] #mudikbarengguyubrukun2018 #kawulamoda #lêbaran2018 [URL]"
